AA00001,"データを読み込んでから実施してください。"
CA00197,"得意先情報が得意先品目に利用されているため更新できません。"
CA00198,"得意先情報が出荷倉庫管理に利用されているため更新できません。"
CA00199,"得意先情報が出荷時間管理に利用されているため更新できません。"
CA00200,"得意先情報が納品管理に利用されているため更新できません。"
CA00201,"得意先情報が販売単価に利用されているため更新できません。"
CA00202,"得意先情報が得意先かんばんに利用されているため更新できません。"
CA00203,"得意先情報がＥＤＩ識別に利用されているため更新できません。"
CA00204,"得意先情報が内示受注IFに利用されているため更新できません。"
CA00205,"得意先情報が確定受注IFに利用されているため更新できません。"
CA00206,"得意先情報が内示受注に利用されているため更新できません。"
CA00207,"得意先情報が確定受注に利用されているため更新できません。"
CA00208,"得意先情報が統合受注に利用されているため更新できません。"
CA00209,"得意先情報がデポ出荷便計画に利用されているため更新できません。"
CA00210,"得意先情報がその他売上実績に利用されているため更新できません。"
CA00211,"得意先情報が出荷時間管理に利用されているため削除できません。"
CA00212,"得意先情報が納品管理に利用されているため削除できません。"
CA00213,"得意先情報がＥＤＩ識別に利用されているため削除できません。"
CA00214,"得意先情報が統合受注に利用されているため削除できません。"
CA00215,"得意先情報がデポ出荷便計画に利用されているため削除できません。"
CA00216,"得意先情報がその他売上実績に利用されているため削除できません。"
AA00217,"非課税の場合、税率を0に指定してください。"
AA00218,"置換先品目が構成ありの場合、置換元子構成を選択不可。"
AA00219,"置換先の品目構成に、有効期間範囲以外の下位品目が存在してます。"
AA00220,"すべて置換品目が対象期間にないので、置換は行えません。"
AD00228,"工程保管場所在庫管理の場合、前工程の作業実績未登録では作業実績入力できません。"
AD00229,"工程保管場所在庫管理の場合、外作工程がある品目は対象外となります。"
AD00231,"パラメータ工程保管場所の在庫を管理の取得に失敗しました。"
AD00232,"パラメータ不良在庫を工程管理の取得に失敗しました。"
AD00234,"次工程の作業実績は既に良品数または不良品数を0より大きい値で入力されました。"
KR00034,"受注番号で対象データが存在しません。"
KR00035,"元受注番号は未出荷のため登録できません。"
KQ00338,"指定されたデータは、請求締め済かＡｉ連携済のため更新できません。"
KQ00339,"消費税コードが変更されないので、更新はできません。"
KQ00340,"非在庫品名の既定値が取得できません。"
KQ00341,"指定した元受注番号は未登録です。"
KQ00342,"売上実績が存在するので更新できません。"
KQ00343,"売上実績が存在するので削除できません。"
KQ00344,"受注金額に０以上の数値を指定してください。"
KQ00345,"得意先コードが未入力ため、元受注情報の得意先コードを設定しました。"
KQ00346,"受注金額が有効桁数(整数部14桁:小数部4桁)を越えています。"
KQ00347,"受注金額の小数桁数が正しくありません。"
KQ00348,"指定した元受注管理番号は未登録です。"
KQ00349,"指定した元受注伝票番号は未登録です。"
KQ00350,"売上実績が既に存在するので登録できません。"
KQ00351,"受領検収日が売掛金トラン明細マスタに登録されていません。"
KQ00352,"受領検収日が売掛金元帳明細マスタに登録されていません。"
AE05063,"元発注番号が未入力です。"
AE05064,"備品発注に対する増額発注できません。"
AE05065,"元発注番号が存在しません。"
AE05067,"支払締め済みのため消費税コードを変更できません。"
AE05068,"買掛インタフェース済みのため消費税コードを変更できません。"
AC00254,"状態区分が指定されていません。"
AD34025,"出来高実績が入力されている計画ですが、強制完了してよろしいですか？"
AD34026,"0以上の値を設定してください。"
AD34027,"最遅納期のオーダが取得できません。"
AD34028,"良品数が未入力です。"
AD34029,"作業担当者の工場コードが異なります。"
AD34030,"現品票出力タイミングが事後場合、画面使用不可。"
AD34031,"現品票出力数と累積出力済数の合計値は、作業計画数を超える。"
AD34032,"作業担当者が利用者マスタに登録されていません。"
AD34033,"登録時にエラーが発生しました。指定されたCSVのデータは登録されませんでした。"
AD34034,"着手日をリードタイムにより自動計算しました。"
AD34035,"納期に過去日が設定されていました。"
AD34036,"着手日に過去日が設定されていました。"
AD34037,"納期が要求納期を超えていました。"
AD34038,"着手日が手配着手日より過去になりました。"
AD34039,"工程保管場所ではありません。"
AD34040,"内作の作業計画ではありませんので、管理対象がありません。"
AD34041,"発注予定日をリードタイムにより自動計算しました。"
AD34042,"ログインユーザーの工場コードとCSVの工場コードが不一致です。"
AD34043,"手配先工場コードを入力してください。"
AE05069,"備品発注フラグが未入力です。"
AE05070,"不正な値が設定されています。"
AE05071,"備品発注品目名が未入力です。"
AE05072,"備品発注製品区分が未入力です。"
AE05073,"{0}が有効桁数(整数部14桁:小数部6桁)を越えています。"
AE05074,"加工費＋材料費＋その他経費が単価を超えています。"
